VH-VL pair,split
7o9s_H0-L0,train
5jue_H0-L0,train
7t9n_H0-L0,train
3g04_B0-A0,train
7xw6_Y0-L0,train
5f96_H0-L0,valid
2arj_B0-A0,train
2arj_H0-L0,train
2b0s_H0-L0,unassigned
2b1a_H0-L0,unassigned
2b1h_H0-L0,valid
2b2x_H0-L0,train
2b2x_I0-M0,train
1mhp_H0-L0,train
1mhp_X0-Y0,train
2b4c_H0-L0,train
1rhh_B0-A0,train
1rhh_D0-C0,train
2bdn_H0-L0,train
2bfv_H0-L0,train
1bfv_H0-L0,train
1cfv_H0-L0,train
1oaq_H0-L0,train
1oar_H0-L0,train
1oar_I0-M0,train
1oar_J0-N0,train
1oar_K0-O0,train
2bmk_B0-A0,train
2bmk_H0-L0,train
1wc7_B0-A0,train
1wc7_H0-L0,train
1wcb_B0-A0,train
1wcb_H0-L0,train
2brr_Y0-X0,train
2brr_H0-L0,train
2ck0_H0-L0,train
3ck0_H0-L0,train
1ck0_H0-L0,train
2cmr_H0-L0,train
2d7t_H0-L0,valid
2dbl_H0-L0,train
1dbk_H0-L0,train
1dbm_H0-L0,train
1dba_H0-L0,train
1dbb_H0-L0,train
1dbj_H0-L0,train
2ddq_H0-L0,train
2dlf_H0-L0,train
1dlf_H0-L0,train
1wz1_H0-L0,train
3clf_H0-L0,train
3cle_H0-L0,train
4bh7_B0-A0,train
4bh8_B0-A0,train
2a6d_H0-L0,train
2a6d_B0-A0,train
2a6i_B0-A0,train
2a6j_H0-L0,train
2a6j_B0-A0,train
2a6k_H0-L0,train
2a6k_B0-A0,train
5vga_B0-A0,train
6ml8_H0-L0,train
4fp8_H0-L0,train
4fp8_I0-M0,train
4fp8_J0-N0,train
4fp8_K0-O0,train
5umn_C0-D0,train
5umn_E0-F0,train
6d0u_E0-F0,train
6d0u_C0-D0,train
6d0u_K0-L0,train
6d0u_H0-I0,train
8df1_O0-P0,train
8df1_M0-N0,train
8df1_H0-L0,train
8df1_Q0-R0,train
8df1_S0-T0,train
8df1_U0-V0,train
3hzv_B0-A0,train
3hzy_B0-A0,train
3hzk_B0-A0,train
3hzm_B0-A0,train
3thm_H0-L0,valid
3ztn_H0-L0,train
4ouu_H0-L0,train
4ouu_B0-A0,train
4p3c_H0-L0,train
4p3d_A0-B0,train
4p3d_H0-L0,train
4qxu_H0-L0,train
4p49_A1-A0,train
4p59_H0-L0,train
4pb0_H0-L0,train
4pb9_H0-L0,train
4plj_H0-L0,train
4plj_D0-C0,train
4poz_D0-C0,train
5vco_B0-A0,train
5vco_D0-C0,train
4ps4_H0-L0,train
4py7_I0-J0,train
4py7_A0-B0,train
4py8_I0-J0,train
4q9q_H0-L0,train
4q9r_H0-L0,train
8d29_A0-B0,test
8d29_D0-E0,unassigned
8d29_G0-I0,unassigned
8d29_H0-L0,unassigned
8sh5_H0-L0,train
6db8_H0-L0,train
6db9_H0-L0,train
7u0y_H0-L0,train
3ivk_H0-L0,train
3ivk_A0-B0,train
4kzd_H0-L0,train
4kze_H0-L0,train
7mlx_H0-L0,unassigned
6x5m_H0-L0,train
6x5m_h0-l0,train
6x5n_h0-l0,train
6x5n_H0-L0,train
8dp3_H0-L0,train
6b14_H0-L0,unassigned
6b3k_H0-L0,train
8dk7_B0-A0,unassigned
8dk7_D0-E0,unassigned
7szu_H0-L0,train
4qci_B0-A0,train
4qci_H0-L0,train
4qf1_A0-B0,train
4qf1_H0-L0,train
4qhn_A0-B0,train
4qhu_B0-A0,train
4qhu_H0-L0,train
4qnp_H0-L0,train
4qnp_E0-F0,train
4qt5_B0-A0,train
4qt5_H0-L0,train
4qth_H0-L0,train
4qth_A0-B0,train
4qti_H0-L0,train
6lkt_A0-B0,train
6wzn_A1-A0,train
1bey_H0-L0,train
1ce1_H0-L0,train
4yzf_E0-F0,train
4yzf_G0-H0,train
4yzf_I0-J0,train
4yzf_K0-L0,train
5a16_A0-B0,train
5a16_C0-D0,train
5a16_E0-F0,train
5a16_G0-H0,train
4z95_H0-L0,train
4odt_H0-L0,train
4z8f_H0-L0,train
4odu_H0-L0,train
4odu_A0-B0,train
5npi_A0-A1,train
5npi_B0-B1,train
5npj_A0-A1,train
5npj_B0-B1,train
5nph_H0-L0,train
2h9g_H0-L0,train
2h9g_B0-A0,train
2hff_B0-A0,train
2hff_H0-L0,train
2hfg_H0-L0,train
2hh0_H0-L0,train
2hkh_H0-L0,train
2hkf_H0-L0,train
2hrp_H0-L0,train
2hrp_N0-M0,train
7url_A0-A1,train
7url_B0-B1,train
1mf2_H0-L0,train
1mf2_N0-M0,train
2hwz_H0-L0,train
2i9l_B0-A0,train
2i9l_D0-C0,train
2i9l_F0-E0,train
2i9l_H0-G0,train
2iq9_H0-L0,train
2iqa_H0-L0,train
2iqa_B0-A0,train
2r0w_H0-L0,train
2j5l_C0-B0,train
2j4w_H0-L0,train
2j6e_I0-M0,train
2j6e_H0-L0,train
2j88_H0-L0,train
2jb6_B0-A0,train
2jb6_H0-L0,train
2jb5_H0-L0,train
2jel_H0-L0,train
2jix_D0-G0,train
2jix_F0-A0,train
2jix_H0-L0,train
5gzn_H0-L0,train
5gzn_C0-D0,train
7bpk_C0-D0,train
7bpk_H0-L0,train
6k65_H0-L0,train
7zwf_B0-B1,unassigned
7zwi_B0-C0,test
7zwi_E0-F0,unassigned
1kcr_H0-L0,train
1kcu_H0-L0,train
1kc5_H0-L0,train
1kel_H0-L0,train
1kem_H0-L0,train
1fl5_H0-L0,train
1fl5_B0-A0,train
1fl6_H0-L0,train
1fl6_B0-A0,train
7x6a_I0-K0,train
7y0w_H0-L0,train
7x6o_I0-K0,train
7x6o_C0-D0,train
7x6o_J0-L0,train
7zfd_A0-B0,train
7zfd_H0-L0,train
7ean_H0-L0,train
7xjf_A0-B0,train
8a95_R0-O0,train
8a95_S0-P0,train
8a95_T0-Q0,train
8a96_K0-J0,train
8a99_R0-O0,train
8a99_S0-P0,train
8a99_T0-Q0,train
8a94_R0-O0,train
8a94_T0-Q0,train
8a94_K0-E0,train
2agj_H0-L0,train
8as0_B0-C0,train
8as0_H0-G0,train
8as0_E0-D0,train
8as0_K0-J0,train
8as0_N0-M0,train
8as0_Q0-P0,train
8as0_W0-V0,train
8as0_T0-S0,train
8jrv_H1-L0,train
4jqi_H0-L0,train
7df9_H0-L0,train
8i0n_H0-L0,train
8i0n_I0-M0,train
7srs_H0-L0,train
7dfc_H0-L0,train
7dfa_H0-L0,train
7dfb_H0-L0,train
8go8_H0-L0,train
8go8_I0-M0,train
8jru_H1-L0,train
8ath_H0-L0,train
8ath_E0-F0,train
8bbh_H0-L0,train
8be1_A0-B0,train
8be1_D0-E0,train
8bh5_H0-L0,unassigned
7ps1_A0-B0,unassigned
7zxu_H0-L0,valid
8bjz_H0-L0,train
8bjz_A0-B0,train
8bso_H0-L0,train
8bso_C0-D0,train
5fhx_H0-L1,train
5hcg_H0-L1,train
5fhx_H1-L0,train
5hcg_H1-L0,train
5l6y_H0-L0,train
8bse_H0-L0,test
8bsf_H0-L0,train
8byu_H0-L0,test
3bz4_B0-A0,train
3bz4_D0-C0,train
3bz4_F0-E0,train
3bz4_H0-G0,train
3c5s_B0-A0,train
3c5s_D0-C0,train
3ggw_B0-A0,train
3ggw_D0-C0,train
3c6s_B0-A0,train
3c6s_D0-C0,train
3c6s_F0-E0,train
3c6s_H0-G0,train
8eay_H0-L0,train
8ebp_I0-M0,train
8ebp_H0-L0,train
8dzw_H0-L0,train
8dzw_I0-M0,train
8dzw_J0-N0,train
8e2u_H0-L0,train
8ef3_A0-B0,train
8ef3_C0-D0,train
8ee8_H0-L0,train
8ee8_D0-C0,train
8eez_H0-L0,train
8eed_E0-F0,train
8eed_H0-L0,train
8eed_M0-N0,train
8eed_I0-J0,train
8ef2_H0-L0,train
6um7_J0-K0,train
6um7_F0-G0,train
6um7_B0-C0,train
6umg_H0-L0,train
6umg_h0-l0,train
6umh_h0-l0,train
6umh_H0-L0,train
6umi_H0-L0,train
6umj_H0-L0,train
6umx_h0-l0,train
6umx_H0-L0,train
6uoe_H0-L0,valid
5w08_G0-H0,train
5w08_I0-J0,train
5w08_K0-L0,train
5w08_M0-N0,train
5w08_O0-P0,train
5w08_Q0-R0,train
6urm_H0-L0,train
6urm_D0-E0,train
6wn4_A0-B0,train
6wn4_H0-L0,train
6wt3_H0-L0,train
6wno_E0-F0,train
6wno_B0-C0,train
7dk0_A0-B0,train
1eap_B0-A0,train
1egj_H0-L0,train
1ehl_H0-L0,train
1keg_H0-L0,train
1ejo_H0-L0,train
3be1_H0-L0,train
3bdy_H0-L0,train
3bgf_B0-C0,train
3bgf_H0-L0,train
3bkc_H0-L0,train
3bkm_H0-L0,train
3bae_H0-L0,train
3bkj_H0-L0,train
3aaz_A0-B0,train
3aaz_H0-L0,train
3bky_H0-L0,train
6wex_H0-L0,train
6wez_H0-L0,train
6wf0_H0-L0,train
7kez_H0-L0,train
7kf1_H0-L0,train
7kf1_A0-B0,train
7kf1_D0-E0,train
7kf1_G0-I0,train
7kfg_A0-B0,train
7s5r_H0-L0,train
7s5q_H0-L0,train
7jmx_H0-L0,train
7lq7_T0-U0,train
7lq7_P0-Q0,train
7lq7_y0-z0,train
7jmw_H0-L0,train
7so5_H0-L0,test
7st8_H0-L0,train
7ttx_H0-L0,unassigned
7tty_H0-L0,unassigned
7sd5_H0-L0,unassigned
7ttm_H0-L0,test
7tus_E0-F0,train
7tus_G0-H0,train
7tus_A0-B0,train
7tus_C0-D0,train
6u85_H0-L0,train
6dzr_H0-L0,train
7ugm_H0-L0,train
7z2m_B0-A0,train
7z2m_D0-C0,train
7z2m_F0-E0,train
7z2m_H0-L0,train
7u0k_H0-L0,train
7z4t_H0-L0,unassigned
7z3w_H0-L0,valid
8fas_A0-B0,train
1hez_B0-A0,train
1hez_D0-C0,train
1dee_D0-C0,train
1dee_B0-A0,train
1dee_F0-E0,train
1uwx_M0-K0,train
1uwx_H0-L0,train
2mpa_H0-L0,train
1mnu_H0-L0,train
1mpa_H0-L0,train
6nz7_G0-I0,train
6nz7_H0-L0,train
6o1f_H0-L0,train
6o23_C0-D0,train
6o23_A0-B0,train
6o25_A0-B0,train
6o25_E0-F0,train
6o25_I0-J0,train
6o26_A0-B0,test
6o28_A0-B0,train
6o28_C0-D0,train
6o29_A0-B0,train
6o29_H0-L0,train
6o2a_A0-B0,train
6o2a_C0-D0,train
6o2a_H0-I0,train
6o2a_O0-P0,train
6o2b_A0-B0,train
6o2b_C0-D0,train
6o2b_H0-I0,train
6o2b_O0-P0,train
6o2c_A0-B0,train
6o39_B0-A0,valid
6o3a_B0-A0,test
6o3b_G0-E0,train
6o3b_B0-A0,train
6o3d_H0-L0,train
6o3j_H0-L0,train
6o3j_A0-B0,train
6o3k_H0-L0,test
6o3l_H0-L0,unassigned
6o3l_A0-B0,unassigned
6o3u_H0-L0,unassigned
6o3u_B0-A0,unassigned
6o3u_D0-C0,unassigned
6o3u_F0-E0,unassigned
6o41_D0-C0,train
6o41_H0-L0,train
6o41_B0-A0,train
6o42_H0-L0,train
6o42_B0-A0,train
6o89_H1-L0,valid
6o89_H0-L1,train
6o9h_H0-L0,train
6o9h_A0-B0,train
6o9i_A0-B0,train
6xca_H0-L0,train
6xcm_H0-L0,train
6xcm_N0-S0,train
4m6n_H0-L0,test
5cma_B0-A0,train
5csz_A0-B0,train
5csz_H0-L0,train
5cus_H0-L0,train
5cus_I0-M0,train
5cus_J0-N0,train
5cus_K0-O0,train
5czv_H0-L0,train
5czx_H0-L0,train
5czx_C0-D0,train
5d1q_B0-A0,train
5d1x_B0-A0,train
5d1x_C0-D0,train
5d1q_C0-D0,train
5d1z_G0-H0,train
5d1z_B0-A0,train
5d1z_F0-E0,train
5d1z_D0-C0,train
5d6c_H0-L0,valid
5d6c_B0-A0,unassigned
7qxd_HHH0-LLL0,unassigned
7qxd_KKK0-MMM0,unassigned
7qxe_HHH0-LLL0,unassigned
7qxe_KKK0-MMM0,unassigned
6dwa_B0-A0,unassigned
6dwa_H0-L0,unassigned
6dwc_B0-A0,unassigned
6dwc_H0-L0,unassigned
5d70_H0-L0,train
5d71_H0-L0,train
5d72_M0-N0,train
5d72_H0-L0,train
5d7s_H0-L0,train
5c7x_H0-L0,train
5c7x_M0-N0,train
5d8j_H0-L0,train
5d93_F0-E0,train
5d93_C0-B0,train
5d96_C0-B0,train
5d96_J0-I0,train
6bzu_A0-B0,train
6bzu_C0-D0,train
6bzu_E0-F0,train
6bzu_G0-H0,train
6bzv_E0-F0,train
6bzv_A0-B0,train
6bzv_C0-D0,train
6bzv_G0-H0,train
6bzy_H0-L0,train
6c08_D0-E0,train
6c08_A0-B0,train
6c5i_H0-L0,train
6c5h_H0-L0,train
6c5j_H0-L0,train
6c5k_H0-L0,train
6c5k_A0-B0,train
6cbj_H0-L0,train
8say_C0-D0,train
8say_H0-I0,train
8say_M0-N0,train
5tpl_H0-L0,train
6gv1_H0-L0,train
6gv4_H0-L0,train
6jep_H0-L0,train
6jep_K0-I0,train
4etq_H0-L0,train
4etq_A0-B0,train
4ebq_H0-L0,train
4evn_C0-D0,train
4evn_E0-F0,train
4evn_G0-H0,train
4evn_I0-J0,train
4evn_M0-N0,train
4evn_A0-B0,train
4evn_K0-L0,train
4evn_O0-P0,train
4f15_B0-C0,train
4f15_E0-F0,train
4f15_H0-I0,train
4f15_K0-L0,train
4f2m_C0-D0,train
4f2m_A0-B0,train
4f37_H0-L0,train
4f37_F0-K0,train
4f57_H0-L0,train
4f58_H0-L0,train
4f58_I0-M0,train
4f58_J0-N0,train
4f58_K0-O0,train
7mx8_H0-L0,train
7ur6_H0-L0,train
7ur6_D0-E0,train
7ur6_J0-K0,train
7ura_H0-L0,train
7urc_H0-L0,train
7urd_H0-L0,train
7ure_H0-L0,train
7urf_O0-P0,train
7mhy_O0-P0,train
7mhz_O0-P0,train
7urs_H0-L0,unassigned
7urq_H0-L0,test
7s4s_H0-L0,unassigned
7urv_D1-D0,train
7usl_H0-L0,train
7uvf_X0-Y0,train
7uvf_H0-L0,train
7uvi_D0-E0,train
7uvi_A0-B0,train
7uz4_M0-N0,train
7uz4_H0-L0,train
7uz4_P0-Q0,train
7uz5_H0-L0,train
7uz6_H0-L0,train
7uz6_M0-N0,train
7uz6_P0-Q0,train
7uz7_H0-L0,train
7uz7_M0-N0,train
7uz7_P0-Q0,train
7uz8_P0-Q0,train
7uz8_H0-L0,train
7uz8_M0-N0,train
5w23_H0-L0,train
5w23_I0-M0,train
5w23_J0-N0,train
5w24_H0-L0,train
5w2b_H0-L0,train
5vkd_H0-L0,train
5w3e_E0-G0,train
5w3l_E0-G0,train
5w3m_E0-G0,train
5w3o_D0-E0,train
5xrq_H0-L0,train
5xrq_A0-B0,train
5w5z_H0-L0,train
5w5x_H0-L0,train
5w6c_H0-L0,train
5w6g_H0-L0,train
7kmh_A0-B0,train
4dw2_H0-L0,train
4dvb_A0-B0,train
4dvb_H0-L0,train
4edw_H0-L0,train
4edx_H0-L0,train
4edx_B0-A0,train
5myx_D0-C0,train
5myx_B0-A0,train
7mly_G0-J0,train
7mly_F0-K0,train
7mly_L0-M0,train
7mly_H0-I0,train
7t25_A0-B0,train
7t25_H0-L0,train
7u9w_H0-H1,train
7ui0_H0-L0,train
7ui0_I0-M0,train
7ui0_J0-N0,train
7mpg_F0-G0,train
7mpg_H0-I0,train
7mpg_D0-E0,train
4zyk_A0-B0,train
4zyk_H0-L0,train
7ukl_X0-Y0,train
7ukl_M0-N0,train
7ukl_H0-L0,train
7ul0_H0-L0,train
7ul1_H0-L0,train
7um3_H0-L0,train
7um3_I0-M0,train
7umm_J0-N0,train
7umm_H0-L0,train
7umm_I0-M0,train
7ums_40-50,train
7ums_60-70,train
7uop_H0-L0,train
7uop_B0-E0,train
7uop_C0-F0,train
7uot_S0-T0,train
7uot_O0-P0,train
7uot_Q0-R0,train
7uov_S0-T0,train
7uov_O0-P0,train
7uov_Q0-R0,train
7uot_H0-L0,train
7up9_H0-L0,train
7upa_H0-L0,train
7upa_B0-E0,train
7upa_C0-F0,train
7upw_D0-E0,train
7upw_F0-G0,train
7upw_H0-L0,train
7upx_H0-L0,train
7upy_H0-L0,train
7upy_F0-G0,train
7upy_D0-E0,train
8tp2_H0-L0,train
1f4x_H0-L0,train
1f4y_H0-L0,train
1f4w_H0-L0,train
6uta_A0-B0,train
6uta_H0-L0,train
6wbv_H0-L0,train
6w4s_H0-L0,train
6w4v_C0-D0,train
6wds_H0-L0,train
7e7x_M0-N0,train
7e7x_H0-L0,train
7e7y_C0-D0,train
7e7y_A0-B0,train
7e86_A0-B0,train
7e9b_H0-L0,valid
7e9o_H0-L0,train
7e9o_Y0-X0,train
7wly_P0-O0,train
7wly_Y0-X0,train
7wlz_P0-O0,train
7wm0_H0-L0,train
7ebz_E0-F0,train
7ec5_E0-F0,train
7ejy_H0-L0,train
7ek0_H0-L0,train
7f6y_H0-L0,train
7f6z_H0-L0,train
7enf_P0-O0,train
7epx_H0-L0,train
7epx_I0-M0,train
7wou_E1-E0,train
7wou_G1-G0,train
7kqe_H0-L0,train
7kqe_J0-M0,train
7kqe_I0-N0,train
7m7b_H0-L0,train
7kqg_B0-C0,train
1ynt_D0-C0,train
1ynt_B0-A0,train
4kq3_H0-L0,valid
5xjm_H0-L0,train
6jod_H0-L0,train
5xli_c0-a0,train
5xli_d0-b0,train
5yd3_A0-A1,train
5yd3_C0-C1,train
5yd3_E0-E1,train
5yd3_G0-G1,train
5yd4_A0-A1,train
5yd4_C0-C1,train
5yd4_E0-E1,train
5yd4_G0-G1,train
5yy4_A0-A1,train
5yd5_A0-A1,train
5yd5_C0-C1,train
6k0y_A0-B0,valid
6kyz_E0-F0,train
6kyz_B0-C0,train
6kz0_B0-C0,train
6kz0_E0-F0,train
6kz0_H0-I0,train
6kz0_K0-L0,train
6ltg_C0-D0,train
6ltg_A0-B0,train
7bsc_H0-L0,train
7bsd_A0-B0,train
7bsd_H0-L0,train
7dfp_C0-B0,train
8fdc_A0-B0,train
8idn_H0-L0,train
8h00_E0-D0,train
8h00_G0-F0,train
8h00_I0-H0,train
8ivw_E0-F0,train
8ivw_H0-I0,train
8ivw_K0-L0,train
8ivw_B0-C0,train
4nzr_H0-L0,valid
4jm2_A0-B0,unassigned
4jm4_H0-L0,unassigned
4o58_H0-L0,train
4o5l_H0-L0,train
4ob5_H0-L0,train
4odx_A0-L0,train
4odx_H0-B0,train
4m8q_A0-B0,train
4m8q_H0-L0,train
4m62_H0-L0,train
4m62_I0-M0,train
4lrn_H0-L0,train
4od2_B0-A0,train
5mo9_H0-L0,train
5n7w_H0-L0,train
5n7w_A0-B0,train
5nb5_I0-M0,train
5nb5_H0-L0,train
5nbw_H0-L0,train
5nbw_B0-A0,train
5ngv_H0-L0,train
5nh3_H0-L0,train
5nh3_I0-M0,train
5nhr_H0-L0,train
5nhr_A0-B0,train
5nhw_H0-L0,train
4fze_H0-L0,train
5i19_H0-L0,train
8dy2_A1-A0,train
8dy2_B1-B0,train
8dy2_C1-C0,train
8dy2_D1-D0,train
8dy0_A0-A1,train
8dy0_B0-B1,train
7sk8_D0-C0,train
7sk4_D0-C0,train
7sk7_D0-C0,train
7sk8_F0-E0,train
7sk4_F0-E0,train
7xcz_D0-E0,train
7xdk_D0-E0,train
7xdk_H0-I0,train
7xdk_N0-O0,train
7xcz_B0-C0,train
7xda_B0-C0,train
7xdk_F0-G0,train
7xdk_K0-J0,train
7xdk_L0-M0,train
7xdl_E0-D0,train
7xdl_G0-F0,train
7xdl_I0-H0,train
7xd2_D0-J0,train
7xd2_E0-H0,train
7xd2_I0-L0,train
8h08_D0-J0,train
8h08_F0-H0,train
8h08_L0-P0,train
8h07_E0-J0,train
8h07_G0-H0,train
8h07_M0-P0,train
7xda_D0-E0,train
7xdb_D0-E0,train
7xdb_G0-F0,train
7xdb_I0-H0,train
7xdl_M0-L0,train
7xh8_B0-C0,train
7xic_E0-F0,train
7xic_H0-I0,train
7xic_K0-L0,train
7xil_H0-L0,train
7xik_H0-L0,train
7xj6_E0-D0,train
7xj6_G0-F0,train
7xj6_I0-H0,train
7xj8_G0-F0,train
7xj8_I0-H0,train
7xj9_G0-F0,train
7xj9_I0-H0,train
7wwj_G0-F0,train
7wwj_I0-H0,train
7wwk_G0-F0,train
7wwk_I0-H0,train
7xj6_K0-J0,train
7xj8_K0-J0,train
7xj9_K0-J0,train
7tqa_H0-L0,train
7tqa_C0-D0,train
7tqa_A0-B0,train
7tqb_H0-L0,train
7xst_H0-I0,train
7xst_L0-M0,train
7xst_D0-E0,train
7xmz_D0-E0,train
7xmz_H0-L0,train
7xmz_G0-I0,train
7xst_N0-O0,train
7xst_J0-K0,train
7xst_F0-G0,train
7xod_U0-V0,train
7wpe_U0-V0,train
7wpf_U0-V0,train
7wrv_U0-V0,train
8w86_E0-F0,unassigned
8w86_A0-B0,valid
1uj3_B0-A0,test
2dd8_H0-L0,train
2g75_A0-B0,train
2g75_C0-D0,train
3w9e_A0-B0,train
3w9d_A0-B0,train
3w9d_C0-D0,train
4k23_H0-L0,train
5aze_H0-L0,train
5b3n_A0-A1,train
5cil_H0-L0,train
3h3p_H0-L0,train
3h3p_I0-M0,train
3lh2_J0-N0,train
3lh2_H0-L0,train
3lh2_I0-M0,train
3lh2_K0-O0,train
3lhp_H0-L0,train
3lhp_I0-M0,train
1tzg_H0-L0,train
1tzg_I0-M0,train
4wy7_H0-L0,train
4xaw_H0-L0,train
4xbe_H0-L0,train
4xbg_H0-L0,train
4xbg_A0-B0,train
4xbg_C0-D0,train
4xbg_E0-F0,train
4xbg_G0-I0,train
4xbg_J0-K0,train
4xbp_H0-L0,train
4xbp_A0-B0,train
4xbp_C0-D0,train
4xbp_E0-F0,train
2fx8_H0-L0,train
2fx8_I0-M0,train
2fx8_J0-N0,train
2fx8_K0-O0,train
4xc3_H0-L0,train
4ngh_H0-L0,train
4llv_A0-B0,train
4llv_C0-D0,train
4llv_E0-F0,train
4llv_H0-L0,train
4xc1_H0-L0,train
5cip_H0-L0,train
5cip_A0-B0,train
4nhc_H0-L0,train
2fx7_H0-L0,train
2fx9_H0-L0,train
2fx9_I0-M0,train
4xcc_H0-L0,train
4xce_H0-L0,train
4xce_A0-B0,train
4xce_C0-D0,train
4xcf_H0-L0,train
4xcn_H0-L0,train
4xcn_A0-B0,train
4xcn_C0-D0,train
4xcn_E0-F0,train
4xcn_G0-I0,train
4xcn_J0-K0,train
7ekb_H0-L0,train
5cin_H0-L0,valid
7ekk_H0-L0,valid
5gjt_H0-L0,train
5gjs_H0-L0,train
5gmq_B0-C0,train
5ig7_G0-H0,train
5ig7_A0-B0,train
5ig7_D0-E0,train
5ig7_J0-K0,train
5ifj_G0-H0,train
5ifj_A0-B0,train
5ifj_D0-E0,train
5ifj_J0-K0,train
5ihz_A0-B0,train
5ihz_C0-D0,train
5ihz_E0-F0,train
5ihz_H0-L0,train
4n0y_H0-L0,train
4n90_D0-E0,train
4n90_H0-I0,train
4n90_F0-G0,train
4n9g_A0-B0,train
4n9g_E0-F0,train
4n9g_H0-L0,train
4n9g_M0-N0,train
4nja_H0-L0,train
4nj9_H0-L0,train
4nko_F0-E0,train
4nko_B0-A0,train
4nko_D0-C0,train
4nm4_H0-L0,train
4nm4_I0-M0,train
4nnp_X0-Y0,train
4nnp_H0-L0,train
4np4_I0-M0,train
4np4_H0-L0,train
4nrx_A0-B0,train
4nrx_H0-L0,train
4nrx_D0-E0,train
4nry_H0-L0,train
4nry_A0-B0,train
4nrz_A0-B0,train
4nrz_H0-L0,train
4nuj_B0-A0,train
4nwt_H0-L0,valid
4nwu_H0-L0,train
6a0x_A0-B0,train
6a0x_C0-D0,train
6a0x_E0-F0,train
6a0x_G0-H0,train
6a0z_H0-L0,train
4bkl_A0-B0,train
4buh_B0-B1,unassigned
4buh_A0-A1,test
4bz1_H0-L0,train
4bz2_H0-L0,train
4ybq_F0-E0,train
4ybq_D0-C0,train
5ggq_H0-L0,train
5ggr_A0-B0,train
5ggr_H0-L0,train
5wt9_H0-L0,train
5gis_H0-L0,train
5gir_H0-L0,train
5gir_A0-B0,train
7s6k_H0-L0,train
7s6k_C0-D0,train
7s6k_F0-G0,train
7sbu_H0-L0,train
7s7i_H0-L0,train
7s7i_I0-M0,train
7s7i_J0-N0,train
7s7i_U0-V0,train
7s7i_W0-X0,train
7s7i_Y0-Z0,train
6mb3_H0-L0,train
6mb3_A0-K0,train
6mb3_B0-M0,train
6mb3_C0-N0,train
6mb3_D0-O0,train
6mb3_F0-P0,train
6mb3_G0-Q0,train
6mb3_I0-R0,train
6mb3_J0-S0,train
8dyx_H0-L0,train
8dyx_A0-B0,train
8dyx_C0-D0,train
8dyx_E0-F0,train
8dyx_M0-N0,train
8dyx_O0-P0,train
8dyx_Q0-R0,train
8dyx_S0-T0,train
8dyx_U0-V0,train
8dyx_W0-X0,train
8dyx_Y0-Z0,train
6axk_A0-B0,train
6med_A0-B0,train
6med_C0-D0,train
6med_G0-I0,train
6mei_H0-L0,train
6mej_H0-L0,train
6mek_H0-L0,train
6mek_B0-D0,train
6meg_H0-L0,train
6mej_A0-B0,train
6mek_F0-E0,train
6mek_I0-G0,train
6mhr_A0-B0,train
6mhr_D0-E0,train
6mlk_H0-L0,train
6mnq_H0-L0,train
6mnr_H0-L0,train
6mns_H0-L0,train
6mns_A0-B0,train
1nak_I0-M0,train
1nak_H0-L0,train
1nbv_H0-L0,train
1cbv_H0-L0,train
1nc2_B0-A0,train
1nc2_D0-C0,train
1nc4_B0-A0,train
1nc4_D0-C0,train
1nca_H0-L0,train
1ncb_H0-L0,train
1ncc_H0-L0,train
1ncd_H0-L0,train
1ndg_B0-A0,train
1ndm_B0-A0,train
1nfd_H0-G0,train
1nfd_F0-E0,train
8smi_H0-L0,train
8wsq_A0-B0,train
7wcr_a0-b0,train
7wcz_a0-b0,train
7wd0_a0-b0,train
7wd0_c0-d0,train
7wd7_a0-b0,train
7wd7_c0-d0,train
7wd7_e0-f0,train
7wcu_A0-B0,train
7wcp_D0-E0,train
7wcp_H0-L0,train
7wcp_M0-N0,train
7wk9_c0-d0,train
7wk9_a0-b0,train
8gtp_H0-L0,train
8gtp_I0-M0,train
8gtp_J0-N0,train
7wea_H0-L0,train
7wea_G0-I0,train
7wec_G0-J0,train
7wec_H0-L0,train
7wec_I0-K0,train
7wed_H0-L0,train
7we8_H0-L0,train
7wh8_B0-A0,train
7whb_D0-E0,train
7whb_G0-H0,train
7whb_J0-K0,train
7whd_D0-E0,train
7whd_G0-H0,train
7whd_J0-K0,train
7whz_C0-E0,train
7whz_B0-D0,train
7whz_H0-L0,train
7wjy_B0-C0,train
7wjy_E0-F0,train
7wjz_A0-C0,train
7wjz_D0-N0,train
7wjz_E0-O0,train
7wjz_F0-P0,train
7wjz_G0-Q0,train
7wjz_H0-R0,train
7wk0_A0-B0,train
7wk0_D0-E0,train
7wkx_B0-D0,train
7wkx_A0-C0,train
7zfb_A0-B0,train
7zfb_C0-D0,train
7zfc_H0-L0,train
7zfb_H0-L0,train
7zfb_J0-K0,train
7zfc_A0-B0,train
7wn8_P0-Q0,train
7wn8_H0-L0,train
7wnb_H0-L0,train
8i5h_H0-L0,train
8i5h_B0-C0,train
8i5h_E0-F0,train
7yow_H0-L0,train
7yow_B0-A0,train
7wo5_D0-E0,train
7wo5_F0-G0,train
7wo5_H0-I0,train
7qxc_HHH0-LLL0,train
7r58_H0-L0,train
7r87_C0-D0,train
7r88_C0-D0,train
7r89_C0-D0,train
7r8a_C0-D0,train
7r8b_C0-D0,train
7r8l_H0-L0,train
7n3h_H0-L0,train
7r8o_H0-L0,train
7r8o_M0-N0,train
7r8o_O0-P0,train
7ra8_H0-L0,train
